from,to
661,502
413,214
413,178
79,581
413,440
413,275
377,483
107,404
494,107
143,41
62,58
173,259
105,269
58,115
244,301
140,428
6,473
612,49
612,311
612,404
6,96
275,562
58,286
547,40
366,312
236,210
96,6
196,143
230,107
13,306
98,323
312,366
62,662
80,663
238,238
334,164
301,244
238,241
547,370
233,288
233,546
139,461
45,322
380,296
163,72
69,108
3,56
3,286
3,59
56,3
170,490
121,427
4,193
145,105
380,295
363,215
425,664
665,4
662,62
408,63
362,666
362,11
362,365
7,666
7,19
7,661
7,12
395,174
377,86
394,61
99,98
99,97
99,323
42,44
174,395
467,434
183,168
183,401
434,467
68,82
82,68
256,211
508,212
508,667
508,550
508,549
173,154
212,508
275,450
665,58
174,137
72,20
404,101
554,554
554,134
94,204
58,665
506,62
462,256
579,579
107,474
301,362
74,259
474,128
438,115
24,35
371,303
362,301
128,593
297,49
161,569
170,123
170,437
170,338
170,251
170,135
170,339
174,379
404,84
452,569
55,481
62,506
417,116
170,427
346,191
57,58
53,232
58,211
549,173
193,4
483,345
323,404
141,496
666,452
157,342
157,345
157,346
157,214
157,350
157,351
157,483
157,668
157,352
345,483
62,279
345,214
608,466
2,323
483,157
116,417
527,96
527,6
527,5
527,64
5,527
408,305
377,572
377,156
377,593
377,204
377,350
377,94
377,320
11,362
408,516
408,517
434,434
669,669
670,670
84,404
64,140
64,80
213,359
45,15
45,274
61,181
460,467
187,434
187,671
62,183
478,375
124,64
434,187
9,8
103,86
418,582
64,489
142,366
114,183
486,113
131,87
238,159
671,187
451,265
265,451
113,183
562,65
128,474
51,557
474,166
467,460
21,624
64,93
146,67
371,128
364,152
493,401
430,672
137,301
160,104
183,62
183,113
183,114
152,364
366,283
194,412
263,455
69,549
129,401
495,495
665,665
495,673
128,371
284,284
147,460
167,203
480,549
210,283
210,365
480,106
371,360
129,129
63,285
11,10
249,82
190,296
249,210
357,5
404,474
286,57
121,41
121,142
212,105
286,63
59,3
56,286
56,174
286,3
4,665
254,152
467,20
160,4
341,248
290,572
495,160
290,620
494,510
215,311
494,283
105,212
82,256
82,410
82,153
444,485
254,665
301,137
569,358
141,674
5,357
211,2
106,551
181,390
181,60
140,334
160,153
113,133
72,311
160,495
160,147
106,490
388,388
58,233
263,16
354,185
389,295
63,305
376,296
376,60
283,166
572,290
283,210
283,366
147,434
460,147
62,172
305,408
290,198
608,267
362,183
675,675
516,408
4,160
2,211
2,58
2,238
301,651
47,113
62,458
106,459
106,671
165,256
165,364
377,342
377,203
377,351
377,179
269,303
269,210
269,371
269,63
269,236
137,2
234,242
404,124
404,98
404,640
404,99
495,434
495,671
495,459
458,62
69,64
375,663
236,269
238,2
560,20
113,527
377,1
232,204
29,473
428,269
428,676
428,216
129,93
63,269
233,121
233,160
133,113
160,233
300,108
11,161
424,263
473,434
204,232
549,480
549,509
0,268
167,204
27,136
404,357
133,64
470,427
40,75
143,474
434,212
136,27
199,677
192,3
241,242
186,152
210,62
566,7
355,282
355,518
64,376
63,532
370,455
7,566
185,533
370,85
85,370
19,570
86,318
529,506
248,612
549,184
549,189
549,508
549,678
58,285
663,679
13,418
180,105
221,316
113,113
301,511
35,34
89,302
210,269
173,20
316,221
178,440
343,191
542,129
666,62
549,1
408,2
49,612
129,542
434,147
323,98
267,608
438,417
352,350
282,225
282,17
131,131
179,191
679,80
174,121
42,187
498,430
663,80
188,222
380,177
380,680
380,61
380,440
380,178
380,539
231,191
545,25
316,222
444,76
204,204
681,682
144,492
222,188
222,316
458,450
408,285
408,520
408,281
5,58
527,113
157,61
61,157
2,520
642,642
683,683
285,408
285,520
285,63
285,281
305,55
285,532
394,486
684,684
351,351
351,345
351,122
24,40
207,207
157,380
106,188
106,589
106,434
106,365
106,147
21,308
168,291
168,542
168,450
10,325
93,133
496,451
80,62
450,168
345,351
339,96
195,63
86,131
86,132
86,593
665,142
42,160
557,232
142,121
581,51
69,311
128,114
25,654
494,128
666,362
137,685
611,486
86,686
455,423
174,685
80,679
136,437
160,114
101,98
470,470
76,76
304,304
568,129
106,340
55,305
121,174
589,459
589,434
589,106
589,671
589,365
685,137
679,663
214,413
128,16
86,117
434,424
107,687
380,391
180,129
58,5
309,221
107,258
122,351
142,210
142,236
225,282
264,608
264,213
180,284
188,311
273,46
311,188
63,665
389,394
389,486
665,63
486,458
63,194
63,195
362,506
290,584
63,434
178,61
178,629
440,177
440,61
440,629
543,688
543,689
82,82
69,473
513,272
142,23
390,181
16,128
69,184
351,191
125,125
460,233
460,473
26,23
458,440
5,279
191,681
191,682
18,17
516,5
86,37
69,190
141,510
510,141
20,173
404,371
106,690
363,114
363,169
363,367
691,691
493,280
231,692
177,61
177,629
177,440
160,103
160,393
543,542
429,100
397,295
91,64
131,366
560,29
233,460
462,212
63,132
419,329
543,292
114,363
60,179
211,411
292,543
59,5
83,693
83,373
329,419
390,389
390,390
283,16
5,59
283,589
285,285
565,266
663,663
549,694
380,157
340,78
132,63
635,137
635,4
286,285
286,211
635,520
635,286
635,2
635,63
635,126
635,285
635,208
11,608
126,211
695,695
377,174
48,263
48,361
48,442
48,245
48,443
48,76
48,417
48,485
48,113
48,444
48,423
48,171
48,547
48,333
297,696
143,329
695,607
695,259
695,189
695,21
695,222
695,227
695,315
695,459
695,317
695,85
695,106
695,228
695,20
695,316
56,532
654,25
387,385
212,462
249,506
174,377
269,211
269,174
269,365
212,329
212,28
212,128
212,114
212,81
212,355
212,367
394,14
414,697
186,165
249,301
21,695
212,169
397,296
251,340
491,695
91,89
424,308
424,283
427,282
411,58
226,85
226,317
351,377
86,340
96,304
142,427
86,417
341,297
165,186
340,86
434,89
304,96
529,525
282,427
151,34
89,434
106,160
667,550
667,549
667,161
309,297
330,64
170,64
438,114
698,698
506,249
357,64
699,406
379,174
699,700
296,342
296,203
296,351
296,179
353,99
211,4
222,459
359,533
366,142
667,128
568,401
296,379
351,179
51,581
296,397
249,128
37,86
357,62
379,296
165,128
179,342
179,296
179,203
179,351
698,305
160,35
99,353
698,285
28,160
128,256
312,85
184,287
290,231
128,165
104,320
60,103
428,461
302,333
320,104
87,115
287,184
157,179
562,654
258,357
474,419
5,669
462,701
185,323
356,107
18,160
323,185
26,24
15,269
541,162
0,581
249,365
115,87
115,155
419,474
473,184
178,539
19,666
19,661
685,175
359,11
113,455
539,178
371,371
107,153
107,77
107,17
107,173
107,169
107,46
107,326
107,671
107,355
107,367
107,702
107,453
107,295
107,45
107,147
107,249
5,211
182,213
497,562
568,290
114,438
172,61
362,421
438,116
562,497
62,410
296,256
438,113
116,438
309,316
53,466
115,42
6,516
6,517
430,430
581,133
194,5
516,6
591,591
5,194
351,157
506,362
535,554
48,643
65,172
42,106
494,318
207,201
140,6
134,554
38,370
316,309
256,296
21,107
510,510
152,121
107,230
113,339
90,220
458,275
170,107
377,280
178,380
269,533
234,654
199,174
180,180
123,115
434,303
434,371
434,295
651,301
344,177
344,344
344,178
15,335
177,177
181,172
295,434
515,515
515,494
280,377
371,404
311,268
115,280
404,434
404,185
404,97
404,323
71,152
434,404
290,329
290,357
160,467
37,229
37,28
359,359
218,17
282,366
357,290
141,506
272,15
272,273
272,274
211,5
273,139
174,158
538,92
91,90
538,538
308,320
255,256
256,81
242,234
178,413
308,21
366,367
467,160
409,90
140,46
661,264
280,115
215,268
452,264
340,598
340,554
40,24
62,310
15,274
15,334
437,136
367,655
42,129
42,128
42,215
42,434
359,498
183,353
5,305
340,371
237,237
703,703
704,704
502,502
477,477
705,705
240,240
61,178
227,227
418,190
290,706
426,425
75,427
218,133
103,393
21,62
353,183
467,62
186,70
232,277
338,169
284,301
397,320
707,19
63,481
62,21
282,586
427,115
233,83
99,62
236,234
212,144
136,170
17,393
86,290
37,23
494,395
568,65
58,282
282,58
128,42
424,74
190,418
234,235
318,113
310,1
521,598
521,553
165,409
232,14
409,165
425,257
282,474
113,494
339,27
651,254
222,221
494,515
62,467
58,84
162,541
371,340
46,446
46,428
340,251
413,450
356,81
598,340
215,42
301,118
301,624
301,13
35,27
355,355
404,708
404,353
404,618
404,662
404,709
84,58
337,96
254,256
301,284
305,698
216,429
11,359
486,318
429,592
13,128
85,443
96,337
339,165
424,280
86,96
96,86
621,11
191,148
592,429
42,493
113,96
286,138
57,520
83,285
473,6
681,157
440,380
663,375
690,222
80,106
383,383
263,86
566,8
204,94
188,667
188,473
188,80
188,663
188,549
188,69
188,418
188,184
188,508
188,679
188,671
188,710
130,130
520,57
133,493
11,621
4,412
711,711
283,83
157,681
320,389
320,393
320,320
12,267
255,712
474,111
218,482
218,340
320,397
404,233
96,455
337,135
299,171
491,163
476,112
493,133
233,212
233,82
8,566
181,14
212,233
62,113
21,121
38,245
38,417
38,547
38,48
38,171
62,571
285,132
331,459
136,455
102,412
127,189
60,181
60,219
47,86
184,173
175,137
262,180
25,36
37,34
411,271
58,107
593,377
433,49
86,184
340,218
59,59
464,455
460,462
483,47
86,310
367,256
107,58
87,513
419,143
121,283
69,325
69,713
69,10
69,508
86,172
86,714
84,282
84,31
84,366
84,110
84,250
84,111
84,142
84,715
235,238
47,483
282,84
128,64
69,667
434,401
325,69
142,248
340,62
58,154
171,38
484,83
716,716
158,158
128,143
2,481
143,478
520,155
160,430
491,491
485,113
401,434
128,167
485,485
129,62
131,717
249,147
209,319
481,6
137,121
129,280
137,63
129,526
129,426
129,53
129,133
129,232
129,440
129,14
129,403
129,292
403,129
526,129
373,372
372,107
372,366
138,211
424,174
115,494
408,130
14,129
53,129
395,389
37,35
395,379
210,209
6,481
124,124
211,138
320,181
278,183
174,424
527,527
379,395
516,411
430,160
2,665
4,586
284,5
55,718
55,208
4,107
172,130
717,717
362,141
64,306
482,218
27,24
513,87
42,667
42,20
42,245
90,108
331,166
244,234
417,438
495,256
311,16
155,520
106,256
62,133
271,366
268,221
401,493
79,162
420,568
214,483
550,81
440,533
397,719
229,37
81,550
343,343
474,282
0,221
221,268
474,494
292,62
290,86
494,474
105,163
105,83
249,141
464,493
46,448
225,17
48,229
543,168
361,116
107,532
160,337
302,96
160,336
542,450
526,576
401,172
64,128
355,128
147,189
404,125
275,275
662,404
58,96
515,64
3,236
64,515
317,85
317,312
14,232
141,62
229,48
63,57
5,284
482,419
62,141
393,308
393,380
393,384
393,386
393,387
393,389
393,391
340,107
23,417
107,340
336,27
83,105
610,235
417,23
417,29
96,92
122,376
129,35
323,101
499,61
499,182
183,301
262,402
408,194
141,44
61,499
327,325
412,683
461,140
461,446
461,428
461,447
461,448
461,429
61,172
244,235
216,140
216,139
216,428
216,272
216,274
216,448
216,46
216,45
287,189
113,486
20,62
608,720
92,96
117,189
95,377
277,284
493,413
493,515
493,168
493,172
493,450
493,440
493,275
493,93
493,458
493,464
458,493
413,493
275,493
301,183
34,54
95,205
554,482
27,25
27,26
27,27
27,28
27,29
27,30
27,721
27,31
27,32
27,722
27,33
27,34
27,35
27,36
27,37
27,38
27,39
27,40
27,588
27,545
34,361
482,554
361,136
361,34
35,129
467,86
215,223
13,165
434,280
129,291
160,135
75,135
665,175
378,393
138,286
175,665
333,455
251,123
455,464
123,251
450,493
377,95
243,80
86,47
103,368
551,723
267,12
129,46
333,333
447,440
46,129
333,443
440,447
553,553
62,151
62,367
136,361
160,576
85,314
723,551
450,160
160,361
303,630
174,520
160,446
160,136
305,5
370,333
114,212
20,92
62,158
80,243
68,663
274,15
520,174
6,376
520,281
281,520
376,6
2,59
8,672
8,510
104,61
327,10
90,329
400,86
35,33
394,385
394,250
10,327
321,321
86,400
36,165
108,375
234,269
533,121
115,113
186,254
486,114
486,245
47,168
22,35
91,329
4,59
337,169
27,361
88,88
13,329
14,14
511,420
538,326
302,88
13,23
248,297
338,724
338,437
338,336
338,136
338,439
338,135
114,444
114,114
114,423
404,612
74,317
212,283
165,29
165,725
165,33
165,34
165,35
165,338
165,38
87,474
45,216
21,489
79,133
140,15
523,522
378,103
329,363
145,546
65,426
474,108
254,492
32,113
474,328
58,175
451,566
282,318
248,696
285,58
339,339
588,588
25,10
159,159
329,13
23,13
100,117
114,486
526,526
279,279
113,32
191,180
114,547
114,339
140,644
10,25
117,100
556,464
271,64
408,5
104,181
104,250
218,1
147,160
464,556
121,533
494,377
207,95
424,109
424,429
271,717
231,122
510,8
49,49
351,350
380,120
380,101
380,65
350,352
290,108
5,644
133,79
2,208
394,379
128,283
128,365
377,390
6,408
88,96
506,19
76,48
60,376
60,172
60,167
60,231
60,122
60,95
19,506
210,363
167,60
438,338
165,547
254,651
95,60
108,357
612,121
180,70
96,88
20,11
93,95
165,13
188,42
474,87
518,16
59,586
357,589
685,54
685,57
685,520
685,58
685,63
685,59
184,68
448,15
390,377
533,58
282,371
58,254
59,685
59,4
190,420
371,282
371,100
569,44
231,60
105,154
160,380
169,212
153,282
533,266
101,380
108,329
108,290
236,3
440,515
242,210
587,3
172,450
42,188
285,4
265,525
210,242
143,340
726,342
113,115
393,212
236,587
566,666
333,361
333,417
333,444
333,318
333,442
333,423
333,245
333,47
333,76
333,48
333,485
518,282
184,509
4,285
4,58
411,717
160,474
160,258
65,380
589,283
589,83
587,236
265,266
667,6
6,667
164,269
357,568
160,557
569,451
727,464
63,420
148,191
241,236
212,393
249,222
268,311
557,160
12,569
379,394
58,408
295,215
589,357
283,288
83,199
288,283
154,105
154,533
518,154
690,189
155,154
316,459
107,280
281,56
115,420
283,106
113,280
113,107
408,6
525,265
11,20
609,609
408,4
2,5
258,105
258,434
258,365
408,412
535,134
50,643
451,569
9,452
547,339
280,107
469,375
251,339
21,728
393,533
338,252
728,21
172,401
90,143
366,74
369,630
545,36
458,568
525,729
306,723
525,407
525,505
525,421
491,453
491,117
31,36
407,44
407,502
407,503
407,406
407,504
407,505
407,358
407,506
419,78
339,251
450,568
533,87
179,156
533,393
329,568
420,13
66,329
168,47
167,491
238,158
168,491
249,569
238,412
22,258
371,101
420,63
183,356
183,80
183,375
183,184
183,357
116,245
212,82
149,180
82,249
491,127
80,183
31,155
338,256
570,570
546,144
546,23
62,99
121,249
113,485
417,361
361,417
153,142
366,372
100,371
258,22
366,317
317,366
730,62
18,221
397,379
713,81
314,160
569,249
389,64
478,543
478,424
105,256
5,379
5,157
5,191
184,357
82,161
121,371
82,46
121,362
121,127
82,329
121,468
82,495
155,87
82,236
82,214
82,179
82,28
121,531
82,81
520,4
82,367
82,203
82,568
121,642
121,114
121,128
121,130
121,169
121,296
121,129
121,187
121,36
121,18
121,63
179,214
114,121
121,210
148,148
165,36
82,303
560,84
520,208
568,357
137,62
568,458
338,365
731,731
129,63
490,490
389,379
732,732
321,61
63,129
281,5
281,64
281,408
128,207
85,85
211,661
198,41
5,281
306,733
13,214
13,340
17,62
181,219
84,560
385,377
377,734
377,495
377,219
377,167
377,214
377,450
377,148
377,402
377,129
377,468
377,228
421,525
357,329
128,526
155,31
62,17
169,36
86,480
17,121
593,128
507,507
526,128
133,114
143,357
480,166
170,36
170,367
109,108
62,554
62,134
114,133
592,334
173,538
401,526
218,18
133,531
133,256
133,445
326,420
329,91
176,515
215,1
215,74
215,309
215,248
215,313
215,297
215,227
215,73
215,17
215,341
515,176
143,62
98,404
129,296
310,17
110,108
110,111
322,735
328,494
337,420
4,520
22,22
25,38
25,40
183,329
484,572
303,369
241,234
406,332
329,183
81,161
11,421
147,1
147,329
147,85
147,106
147,316
160,397
665,254
74,309
251,26
18,218
26,251
367,16
367,36
367,170
108,420
108,328
166,44
328,108
18,167
58,137
82,187
82,18
82,468
178,275
283,303
424,188
424,81
283,372
393,157
393,396
35,29
394,103
264,61
325,10
114,160
406,44
406,502
406,503
406,504
406,505
406,358
406,506
12,681
355,249
135,116
736,736
7,452
61,264
60,283
681,12
21,82
116,135
737,271
232,280
194,55
6,397
6,305
321,393
21,42
62,404
82,21
256,82
132,282
404,62
173,325
173,10
173,326
142,74
293,293
105,21
495,283
569,12
112,375
112,357
76,485
493,399
481,738
543,543
286,126
485,76
278,121
82,227
493,270
493,290
493,568
7,421
156,191
473,667
283,60
57,57
473,473
82,326
82,44
82,739
82,462
568,493
82,10
305,6
82,280
82,129
82,567
82,63
82,740
82,550
161,161
82,296
82,395
165,340
82,77
282,132
147,612
232,219
741,179
58,520
191,156
166,373
144,546
179,345
142,254
82,228
166,742
733,420
81,105
82,555
280,493
743,516
743,517
738,305
159,11
61,64
121,21
473,108
492,152
64,61
152,492
214,377
108,473
744,744
41,107
160,58
117,121
369,303
133,308
172,219
308,133
63,16
281,3
283,495
415,697
285,137
432,217
211,82
395,494
516,743
136,169
48,96
235,234
126,286
494,506
29,113
29,417
29,21
282,509
434,419
409,117
21,29
419,434
96,48
455,417
417,455
455,263
329,367
108,81
44,161
466,506
411,285
411,211
44,106
70,180
354,100
117,409
249,44
100,354
87,533
65,94
377,385
434,356
36,23
232,380
254,58
249,183
434,154
312,62
367,329
44,249
423,114
745,189
358,43
407,566
107,100
643,48
515,458
183,249
169,366
62,312
176,486
107,128
107,41
243,507
258,108
234,159
234,233
234,237
234,319
234,238
234,637
234,158
234,240
234,241
234,243
234,639
234,587
234,244
128,215
647,420
167,377
132,16
370,547
249,371
249,404
424,367
506,494
180,681
24,27
164,15
154,434
57,481
218,307
218,308
218,177
218,309
218,215
218,248
218,120
218,220
218,310
218,85
218,311
218,221
218,312
218,222
218,313
218,223
218,0
218,224
218,314
218,225
218,315
218,226
218,73
218,316
218,317
218,228
249,493
14,493
325,327
424,474
16,63
66,108
137,571
493,434
493,41
207,128
493,180
275,458
493,425
493,403
145,249
197,201
198,229
113,301
481,57
232,440
440,232
16,132
100,107
100,102
94,200
102,100
16,174
283,601
14,289
14,277
14,203
14,284
141,11
114,82
114,434
11,141
22,137
320,377
463,462
746,746
69,80
215,128
301,113
180,493
304,211
87,153
44,406
132,424
253,282
68,184
200,204
68,20
345,256
434,493
434,114
33,438
373,714
106,298
106,582
399,493
547,113
0,18
366,169
0,734
29,29
116,96
434,41
434,368
665,121
419,493
734,0
438,33
371,249
376,64
93,172
329,290
371,434
376,203
83,747
504,293
121,107
34,23
298,106
38,23
40,23
28,39
183,655
18,0
493,419
743,102
515,593
515,94
22,173
255,16
282,253
5,42
42,5
174,665
259,92
34,27
557,133
123,169
281,174
645,231
107,665
330,73
156,342
7,510
16,255
424,16
360,359
81,21
92,259
179,149
63,236
231,645
183,286
183,478
183,81
263,419
193,194
506,2
29,229
473,81
311,420
434,168
419,263
511,511
165,437
63,89
160,417
21,81
62,90
233,88
233,586
31,438
438,31
438,308
361,370
361,318
361,547
361,171
466,213
75,437
179,284
0,178
87,434
14,47
297,248
103,546
453,160
48,318
133,155
707,700
661,19
2,506
308,438
373,373
437,75
176,381
371,99
251,135
373,706
663,68
502,499
502,406
66,146
58,105
54,305
748,107
748,62
146,66
738,211
4,571
494,328
20,68
434,214
434,35
434,170
434,367
135,75
214,434
390,385
92,678
132,256
35,434
144,283
177,5
177,64
738,55
178,0
421,362
293,504
170,336
0,380
327,473
473,327
226,17
6,411
11,270
124,404
305,54
11,233
371,106
231,203
6,54
6,234
172,214
526,399
411,5
531,78
531,445
256,132
284,749
401,401
321,160
408,137
93,129
93,143
567,567
165,464
632,397
397,632
337,338
30,28
385,390
385,395
435,647
435,127
395,385
395,296
491,390
487,451
750,88
54,6
158,639
434,420
235,610
45,140
638,355
261,30
282,546
171,299
212,152
486,292
309,17
89,304
89,89
89,252
337,123
397,6
397,64
698,58
184,627
380,232
107,133
409,418
370,361
409,326
69,480
42,105
339,361
339,417
339,547
15,448
480,69
6,751
82,422
234,6
619,613
350,350
376,393
350,593
350,204
350,94
133,107
420,434
270,280
155,128
300,419
482,450
89,63
226,212
116,337
506,247
171,361
273,273
3,665
174,281
337,116
171,114
152,212
212,226
528,6
421,466
283,380
283,181
283,215
283,389
283,390
283,61
283,392
283,394
283,296
283,395
283,14
283,377
283,368
283,104
283,321
283,295
45,272
283,693
283,494
283,752
283,86
283,160
283,594
13,21
753,151
213,466
264,161
25,34
237,234
19,293
570,264
173,22
738,481
665,3
429,429
44,358
249,153
627,420
129,714
177,229
161,121
51,128
397,397
397,157
389,296
44,374
266,266
458,168
114,443
114,442
114,47
114,76
114,485
123,337
367,424
114,171
338,170
370,33
530,161
211,304
21,13
21,137
85,312
304,420
358,406
24,23
720,720
24,494
